34,34,34
1,1,0.07201236202362149
1,2,0.000170522366850452
1,3,0.13825188906342062
1,4,0.00481269638741639
1,5,0.01348135315036017
1,6,0.002338517099409309
1,7,6.9609686884026785e-06
1,8,0.0018585818836973336
1,9,0.005315099984014738
1,10,0.00039409064084739494
1,11,0.0003110602842672766
1,12,0.000725496693556472
1,13,0.00023651016655844536
1,14,0.00011677600290809916
1,15,0.0003861330430593505
1,16,0.00016535728857183424
1,17,0.0003767872606244092
1,18,0.0007141460280210646
1,19,0.00029461212764700725
1,20,0.0004156195929008013
1,21,0.00619939822691204
1,22,0.017297940500074296
1,23,0.0010332470642386035
1,24,0.00019267315286743397
1,25,3.0494179967937545e-05
1,26,4.1552264758245734e-05
1,27,0.0006304886286872326
1,28,0.0001998035733884153
1,29,0.0023762805785898103
1,30,0.00010920713986500695
1,31,6.834770375447226e-05
1,32,0.0009688856632677713
1,33,0.0010773662008549826
2,1,0.0001484762623575556
2,2,0.00557851742982193
2,3,0.0003013645046736099
2,4,0.00015571155266338562
2,5,9.118263882556761e-05
2,6,0.0004466471949758571
2,7,0.06678817424232757
2,8,0.0007253002472965205
2,9,0.00022265187902961842
2,10,0.009040079218220191
2,11,0.004557425257310897
2,12,0.00025560748486061355
2,13,0.0001959655665769976
2,14,0.00029947394294173817
2,15,0.00023719601216502957
2,16,0.0003361066626405761
2,17,0.0004957727113479069
2,18,0.00030556370392099345
2,19,0.020089809877934062
2,20,0.0011594207364517255
2,21,0.0005358454215982698
2,22,0.00022379886963226668
2,23,0.00013984622787740957
2,24,0.0002744552825018124
2,25,0.00010618509095978253
2,26,6.328729555486658e-05
2,27,0.0002777152293027096
2,28,0.0003700587309940368
2,29,0.00039402418148018085
2,30,0.00012170347925254504
2,31,7.40433457340116e-05
2,32,0.0001763012108757801
2,33,0.0002630595315498682
3,1,0.050039249974910265
3,2,0.0014372599491680952
3,3,0.12861007000266922
3,4,0.008129503635411225
3,5,0.00064739673566153
3,6,0.0013909869786390978
3,7,0.00044318167316163723
3,8,0.010659598847235566
3,9,0.0010314300720859247
3,10,0.0009642217710073319
3,11,0.0005110276098676687
3,12,0.00046223628998745683
3,13,0.0005749961451914412
3,14,0.0007081899531200853
3,15,0.0005387475315066176
3,16,0.0006129003848151682
3,17,0.0008362033064734696
3,18,0.0009847881657796588
3,19,0.00045020190655105017
3,20,0.0004125380759932884
3,21,0.005511736040274479
3,22,0.10528085840930368
3,23,0.002041167646263188
3,24,0.000636237245799656
3,25,0.00015301543876768662
3,26,0.00010451992750727966
3,27,0.001125872551227201
3,28,0.0007204185181328779
3,29,0.0011187404575231314
3,30,0.00031784167572651274
3,31,0.00017751417502897656
3,32,0.0033240231216725077
3,33,0.0021908540090272606
4,1,0.0032843499145574105
4,2,0.0008850922850809174
4,3,0.0017159325878354523
4,4,0.19499848445794613
4,5,0.008575727181544633
4,6,0.0067204451158331645
4,7,0.0006044441144429659
4,8,0.004676836302048973
4,9,0.010051685684055083
4,10,0.002018464246776759
4,11,0.00157752001306976
4,12,0.002519340838805808
4,13,0.0018785664658070805
4,14,0.0019682406941768323
4,15,0.0019288264865202794
4,16,0.017114479367184843
4,17,0.004475175007767106
4,18,0.009531841484026875
4,19,0.0012634466305448673
4,20,0.0015835145008481874
4,21,0.0042726621774809405
4,22,0.0015525282240336751
4,23,0.0012615524546316448
4,24,0.0011269300236059266
4,25,0.00023251812225552382
4,26,0.00015182558277051326
4,27,0.0025219545147489304
4,28,0.0010201238782155007
4,29,0.0019962880570853435
4,30,0.0010784884210549193
4,31,0.0002496589734364751
4,32,0.0014088676939082022
4,33,0.0031944064905816837
5,1,0.0013129150976987556
5,2,0.0012342571314889856
5,3,0.0021384579239798807
5,4,0.001093004393938134
5,5,0.193416613476794
5,6,0.0019094167585217892
5,7,0.00014386001956032203
5,8,0.000990536374964796
5,9,0.003674707507745241
5,10,0.0027626354061434134
5,11,0.0009344878287861461
